[INFO] Precalculated link index map (total 20)
  link_idx=19 maps to (11,17)
  link_idx=18 maps to (17,19)
  link_idx=16 maps to (9,16)
  link_idx=15 maps to (16,19)
  link_idx=13 maps to (7,15)
  link_idx=0 maps to (0,12)
  link_idx=14 maps to (8,16)
  link_idx=1 maps to (1,12)
  link_idx=2 maps to (2,13)
  link_idx=3 maps to (13,18)
  link_idx=11 maps to (19,20)
  link_idx=17 maps to (10,17)
  link_idx=5 maps to (3,13)
  link_idx=7 maps to (14,18)
  link_idx=6 maps to (4,14)
  link_idx=10 maps to (15,19)
  link_idx=4 maps to (12,18)
  link_idx=8 maps to (5,14)
  link_idx=9 maps to (6,15)
  link_idx=12 maps to (18,20)
[INFO] Per-client link index sequences (client -> server and server -> client)
  client 0 c2s: [0,1]  s2c: [1,0]
  client 1 c2s: [2,3,4,1]  s2c: [1,4,3,2]
  client 2 c2s: [5,3,4,1]  s2c: [1,4,3,5]
  client 3 c2s: [6,7,4,1]  s2c: [1,4,7,6]
  client 4 c2s: [8,7,4,1]  s2c: [1,4,7,8]
  client 5 c2s: [9,10,11,12,4,1]  s2c: [1,4,12,11,10,9]
  client 6 c2s: [13,10,11,12,4,1]  s2c: [1,4,12,11,10,13]
  client 7 c2s: [14,15,11,12,4,1]  s2c: [1,4,12,11,15,14]
  client 8 c2s: [16,15,11,12,4,1]  s2c: [1,4,12,11,15,16]
  client 9 c2s: [17,18,11,12,4,1]  s2c: [1,4,12,11,18,17]
  client 10 c2s: [19,18,11,12,4,1]  s2c: [1,4,12,11,18,19]
Loading M4 ML models for HERD network prediction...
[INFO] Overriding n_links with computed value from routes: 20
[INFO] Loading models from /data2/om/m4/testbed/models_v4
[INFO] All models loaded and optimized for inference.
[INFO] M4 tensors initialized for max 28600 HERD flows with per-flow parameters
M4 ML models and tensors loaded successfully for HERD prediction service
ML STATE: flow_id=0 size=17B, active_flows=1, params=[0,0,...,0], slowdown=1, ideal_fct=6013.6ns, predicted_fct=6013.6ns
ML STATE: flow_id=8427 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8428 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.724, ideal_fct=12013.6ns, predicted_fct=164874ns
ML STATE: flow_id=8429 size=17B, active_flows=11, params=[0,0,...,0], slowdown=7.36101, ideal_fct=18013.6ns, predicted_fct=132598ns
ML STATE: flow_id=8430 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.42954, ideal_fct=257766ns, predicted_fct=368488ns
ML STATE: flow_id=8431 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.7476, ideal_fct=18013.6ns, predicted_fct=247644ns
ML STATE: flow_id=8432 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.08469, ideal_fct=257766ns, predicted_fct=279597ns
ML STATE: flow_id=8433 size=10B, active_flows=10, params=[0,0,...,0], slowdown=4.81072, ideal_fct=18008ns, predicted_fct=86631.5ns
ML STATE: flow_id=8434 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=2.10727, ideal_fct=263766ns, predicted_fct=555828ns
ML STATE: flow_id=8435 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.8325, ideal_fct=12032.8ns, predicted_fct=166444ns
ML STATE: flow_id=8436 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.1011, ideal_fct=18032.8ns, predicted_fct=218216ns
ML STATE: flow_id=8437 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.5313, ideal_fct=18013.6ns, predicted_fct=207720ns
ML STATE: flow_id=8438 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.37996, ideal_fct=18032.8ns, predicted_fct=151114ns
ML STATE: flow_id=8439 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.7293, ideal_fct=12013.6ns, predicted_fct=152925ns
ML STATE: flow_id=8440 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.3515, ideal_fct=6013.6ns, predicted_fct=68263.5ns
ML STATE: flow_id=8441 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=2.16034, ideal_fct=263766ns, predicted_fct=569826ns
ML STATE: flow_id=8442 size=41B, active_flows=11, params=[0,0,...,0], slowdown=5.96739, ideal_fct=18032.8ns, predicted_fct=107609ns
ML STATE: flow_id=8443 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.50504, ideal_fct=6032.8ns, predicted_fct=51309.2ns
ML STATE: flow_id=8444 size=10B, active_flows=11, params=[0,0,...,0], slowdown=9.55436, ideal_fct=12008ns, predicted_fct=114729ns
ML STATE: flow_id=8445 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.6987, ideal_fct=12013.6ns, predicted_fct=164570ns
ML STATE: flow_id=8446 size=10B, active_flows=10, params=[0,0,...,0], slowdown=2.24139, ideal_fct=6008ns, predicted_fct=13466.3ns
ML STATE: flow_id=8447 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.3956, ideal_fct=18008ns, predicted_fct=241228ns
ML STATE: flow_id=8448 size=41B, active_flows=11, params=[0,0,...,0], slowdown=11.997, ideal_fct=12032.8ns, predicted_fct=144358ns
ML STATE: flow_id=8449 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.02694, ideal_fct=251766ns, predicted_fct=258549ns
ML STATE: flow_id=8450 size=41B, active_flows=10, params=[0,0,...,0], slowdown=12.1149, ideal_fct=18032.8ns, predicted_fct=218465ns
ML STATE: flow_id=8451 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.4667, ideal_fct=18008ns, predicted_fct=224500ns
ML STATE: flow_id=8452 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.8086, ideal_fct=12013.6ns, predicted_fct=153877ns
ML STATE: flow_id=8453 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.1983, ideal_fct=18008ns, predicted_fct=201660ns
ML STATE: flow_id=8454 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.07237, ideal_fct=257766ns, predicted_fct=276421ns
ML STATE: flow_id=8455 size=41B, active_flows=11, params=[0,0,...,0], slowdown=2.84262, ideal_fct=12032.8ns, predicted_fct=34204.7ns
ML STATE: flow_id=8456 size=10B, active_flows=11, params=[0,0,...,0], slowdown=3.0248, ideal_fct=12008ns, predicted_fct=36321.8ns
ML STATE: flow_id=8457 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.7131, ideal_fct=12008ns, predicted_fct=140651ns
ML STATE: flow_id=8458 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.9029, ideal_fct=12032.8ns, predicted_fct=131193ns
ML STATE: flow_id=8459 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.15946, ideal_fct=257766ns, predicted_fct=298870ns
ML STATE: flow_id=8460 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.78118, ideal_fct=263766ns, predicted_fct=469815ns
ML STATE: flow_id=8461 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=2.9293, ideal_fct=263766ns, predicted_fct=772650ns
ML STATE: flow_id=8462 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.9375, ideal_fct=18008ns, predicted_fct=250987ns
ML STATE: flow_id=8463 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=4.316, ideal_fct=263766ns, predicted_fct=1.13842e+06ns
ML STATE: flow_id=8464 size=17B, active_flows=11, params=[0,0,...,0], slowdown=9.35285, ideal_fct=6013.6ns, predicted_fct=56244.3ns
ML STATE: flow_id=8465 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.18082, ideal_fct=257766ns, predicted_fct=304375ns
ML STATE: flow_id=8466 size=10B, active_flows=10, params=[0,0,...,0], slowdown=12.867, ideal_fct=12008ns, predicted_fct=154507ns
ML STATE: flow_id=8467 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.4906, ideal_fct=6032.8ns, predicted_fct=75353.5ns
ML STATE: flow_id=8468 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.7946, ideal_fct=18013.6ns, predicted_fct=248490ns
ML STATE: flow_id=8469 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.9467, ideal_fct=12013.6ns, predicted_fct=143523ns
ML STATE: flow_id=8470 size=10B, active_flows=11, params=[0,0,...,0], slowdown=1, ideal_fct=6008ns, predicted_fct=6008ns
ML STATE: flow_id=8471 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8472 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.6262, ideal_fct=18013.6ns, predicted_fct=245458ns
ML STATE: flow_id=8473 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.09295, ideal_fct=257766ns, predicted_fct=281725ns
ML STATE: flow_id=8474 size=17B, active_flows=10, params=[0,0,...,0], slowdown=12.154, ideal_fct=12013.6ns, predicted_fct=146013ns
ML STATE: flow_id=8475 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=3.93579, ideal_fct=263766ns, predicted_fct=1.03813e+06ns
ML STATE: flow_id=8476 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.7, ideal_fct=12032.8ns, predicted_fct=164849ns
ML STATE: flow_id=8477 size=41B, active_flows=11, params=[0,0,...,0], slowdown=5.74247, ideal_fct=18032.8ns, predicted_fct=103553ns
ML STATE: flow_id=8478 size=17B, active_flows=11, params=[0,0,...,0], slowdown=4.178, ideal_fct=12013.6ns, predicted_fct=50192.9ns
ML STATE: flow_id=8479 size=41B, active_flows=11, params=[0,0,...,0], slowdown=6.82102, ideal_fct=12032.8ns, predicted_fct=82075.9ns
ML STATE: flow_id=8480 size=17B, active_flows=8, params=[0,0,...,0], slowdown=7.292, ideal_fct=6013.6ns, predicted_fct=43851.2ns
ML STATE: flow_id=8481 size=10B, active_flows=9, params=[0,0,...,0], slowdown=13.766, ideal_fct=12008ns, predicted_fct=165302ns
ML STATE: flow_id=8482 size=41B, active_flows=10, params=[0,0,...,0], slowdown=13.5225, ideal_fct=12032.8ns, predicted_fct=162714ns
ML STATE: flow_id=8483 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.7856, ideal_fct=18032.8ns, predicted_fct=248593ns
ML STATE: flow_id=8484 size=17B, active_flows=10, params=[0,0,...,0], slowdown=10.4221, ideal_fct=18013.6ns, predicted_fct=187740ns
ML STATE: flow_id=8485 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.0743, ideal_fct=18008ns, predicted_fct=235442ns
ML STATE: flow_id=8486 size=41B, active_flows=11, params=[0,0,...,0], slowdown=4.80696, ideal_fct=6032.8ns, predicted_fct=28999.4ns
ML STATE: flow_id=8487 size=10B, active_flows=11, params=[0,0,...,0], slowdown=10.0268, ideal_fct=12008ns, predicted_fct=120402ns
ML STATE: flow_id=8488 size=17B, active_flows=10, params=[0,0,...,0], slowdown=8.30958, ideal_fct=12013.6ns, predicted_fct=99827.9ns
ML STATE: flow_id=8489 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.9045, ideal_fct=6008ns, predicted_fct=71522.5ns
ML STATE: flow_id=8490 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8491 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.42862, ideal_fct=257766ns, predicted_fct=368251ns
ML STATE: flow_id=8492 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.9978, ideal_fct=12008ns, predicted_fct=156078ns
ML STATE: flow_id=8493 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.17572, ideal_fct=257766ns, predicted_fct=303060ns
ML STATE: flow_id=8494 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.3123, ideal_fct=12032.8ns, predicted_fct=148151ns
ML STATE: flow_id=8495 size=41B, active_flows=11, params=[0,0,...,0], slowdown=7.9661, ideal_fct=18032.8ns, predicted_fct=143651ns
ML STATE: flow_id=8496 size=10B, active_flows=11, params=[0,0,...,0], slowdown=6.49578, ideal_fct=18008ns, predicted_fct=116976ns
ML STATE: flow_id=8497 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=3.49298, ideal_fct=263766ns, predicted_fct=921332ns
ML STATE: flow_id=8498 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.42967, ideal_fct=257766ns, predicted_fct=368521ns
ML STATE: flow_id=8499 size=17B, active_flows=11, params=[0,0,...,0], slowdown=14.0383, ideal_fct=18013.6ns, predicted_fct=252881ns
ML STATE: flow_id=8500 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.0123, ideal_fct=12008ns, predicted_fct=132236ns
ML STATE: flow_id=8501 size=10B, active_flows=11, params=[0,0,...,0], slowdown=8.39939, ideal_fct=18008ns, predicted_fct=151256ns
ML STATE: flow_id=8502 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=3.26877, ideal_fct=263766ns, predicted_fct=862193ns
ML STATE: flow_id=8503 size=17B, active_flows=11, params=[0,0,...,0], slowdown=2.96881, ideal_fct=6013.6ns, predicted_fct=17853.2ns
ML STATE: flow_id=8504 size=41B, active_flows=11, params=[0,0,...,0], slowdown=2.8229, ideal_fct=6032.8ns, predicted_fct=17030ns
ML STATE: flow_id=8505 size=10B, active_flows=11, params=[0,0,...,0], slowdown=5.38326, ideal_fct=6008ns, predicted_fct=32342.6ns
ML STATE: flow_id=8506 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.04478, ideal_fct=257766ns, predicted_fct=269310ns
ML STATE: flow_id=8507 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.8107, ideal_fct=12013.6ns, predicted_fct=165917ns
ML STATE: flow_id=8508 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8509 size=17B, active_flows=11, params=[0,0,...,0], slowdown=7.03769, ideal_fct=12013.6ns, predicted_fct=84547.9ns
ML STATE: flow_id=8510 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=4.55676, ideal_fct=263766ns, predicted_fct=1.20192e+06ns
ML STATE: flow_id=8511 size=41B, active_flows=11, params=[0,0,...,0], slowdown=4.17739, ideal_fct=18032.8ns, predicted_fct=75330.1ns
ML STATE: flow_id=8512 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.63633, ideal_fct=12032.8ns, predicted_fct=103919ns
ML STATE: flow_id=8513 size=41B, active_flows=11, params=[0,0,...,0], slowdown=4.96021, ideal_fct=12032.8ns, predicted_fct=59685.2ns
ML STATE: flow_id=8514 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.5875, ideal_fct=18008ns, predicted_fct=244684ns
ML STATE: flow_id=8515 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.0168, ideal_fct=12013.6ns, predicted_fct=144365ns
ML STATE: flow_id=8516 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.3892, ideal_fct=18013.6ns, predicted_fct=241188ns
ML STATE: flow_id=8517 size=10B, active_flows=10, params=[0,0,...,0], slowdown=7.37099, ideal_fct=12008ns, predicted_fct=88510.9ns
ML STATE: flow_id=8518 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.4289, ideal_fct=12008ns, predicted_fct=161254ns
ML STATE: flow_id=8519 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.412, ideal_fct=6013.6ns, predicted_fct=68627.3ns
ML STATE: flow_id=8520 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.4897, ideal_fct=12013.6ns, predicted_fct=150047ns
ML STATE: flow_id=8521 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.76336, ideal_fct=257766ns, predicted_fct=454535ns
ML STATE: flow_id=8522 size=41B, active_flows=11, params=[0,0,...,0], slowdown=11.1243, ideal_fct=6032.8ns, predicted_fct=67110.8ns
ML STATE: flow_id=8523 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.35534, ideal_fct=12032.8ns, predicted_fct=100538ns
ML STATE: flow_id=8524 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.4678, ideal_fct=18013.6ns, predicted_fct=242604ns
ML STATE: flow_id=8525 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.05864, ideal_fct=257766ns, predicted_fct=272881ns
ML STATE: flow_id=8526 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.772, ideal_fct=6008ns, predicted_fct=76733.9ns
ML STATE: flow_id=8527 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.5794, ideal_fct=12032.8ns, predicted_fct=151366ns
ML STATE: flow_id=8528 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=2.09937, ideal_fct=263766ns, predicted_fct=553743ns
ML STATE: flow_id=8529 size=41B, active_flows=10, params=[0,0,...,0], slowdown=6.85772, ideal_fct=18032.8ns, predicted_fct=123664ns
ML STATE: flow_id=8530 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.7429, ideal_fct=12008ns, predicted_fct=165024ns
ML STATE: flow_id=8531 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8532 size=10B, active_flows=11, params=[0,0,...,0], slowdown=2.28921, ideal_fct=12008ns, predicted_fct=27488.9ns
ML STATE: flow_id=8533 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.0408, ideal_fct=18008ns, predicted_fct=216831ns
ML STATE: flow_id=8534 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.24305, ideal_fct=257766ns, predicted_fct=320415ns
ML STATE: flow_id=8535 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.867, ideal_fct=18032.8ns, predicted_fct=250061ns
ML STATE: flow_id=8536 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.09294, ideal_fct=257766ns, predicted_fct=281722ns
ML STATE: flow_id=8537 size=17B, active_flows=11, params=[0,0,...,0], slowdown=4.77599, ideal_fct=12013.6ns, predicted_fct=57376.9ns
ML STATE: flow_id=8538 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.5376, ideal_fct=18013.6ns, predicted_fct=225848ns
ML STATE: flow_id=8539 size=17B, active_flows=10, params=[0,0,...,0], slowdown=1.1353, ideal_fct=6013.6ns, predicted_fct=6827.26ns
ML STATE: flow_id=8540 size=41B, active_flows=10, params=[0,0,...,0], slowdown=13.7445, ideal_fct=12032.8ns, predicted_fct=165384ns
ML STATE: flow_id=8541 size=17B, active_flows=10, params=[0,0,...,0], slowdown=13.5517, ideal_fct=18013.6ns, predicted_fct=244116ns
ML STATE: flow_id=8542 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.3308, ideal_fct=6032.8ns, predicted_fct=62323.5ns
ML STATE: flow_id=8543 size=17B, active_flows=11, params=[0,0,...,0], slowdown=6.69474, ideal_fct=12013.6ns, predicted_fct=80428ns
ML STATE: flow_id=8544 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.4136, ideal_fct=263766ns, predicted_fct=372859ns
ML STATE: flow_id=8545 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.1881, ideal_fct=6008ns, predicted_fct=73226.3ns
ML STATE: flow_id=8546 size=41B, active_flows=10, params=[0,0,...,0], slowdown=4.93549, ideal_fct=12032.8ns, predicted_fct=59387.8ns
ML STATE: flow_id=8547 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.9484, ideal_fct=18008ns, predicted_fct=251183ns
ML STATE: flow_id=8548 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8549 size=17B, active_flows=10, params=[0,0,...,0], slowdown=11.9226, ideal_fct=12013.6ns, predicted_fct=143233ns
ML STATE: flow_id=8550 size=10B, active_flows=10, params=[0,0,...,0], slowdown=13.5957, ideal_fct=12008ns, predicted_fct=163257ns
ML STATE: flow_id=8551 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.6482, ideal_fct=18032.8ns, predicted_fct=228083ns
ML STATE: flow_id=8552 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.8411, ideal_fct=12013.6ns, predicted_fct=154268ns
ML STATE: flow_id=8553 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.9945, ideal_fct=12008ns, predicted_fct=144030ns
ML STATE: flow_id=8554 size=17B, active_flows=11, params=[0,0,...,0], slowdown=7.01447, ideal_fct=18013.6ns, predicted_fct=126356ns
ML STATE: flow_id=8555 size=41B, active_flows=11, params=[0,0,...,0], slowdown=7.99948, ideal_fct=18032.8ns, predicted_fct=144253ns
ML STATE: flow_id=8556 size=41B, active_flows=11, params=[0,0,...,0], slowdown=2.75435, ideal_fct=12032.8ns, predicted_fct=33142.6ns
ML STATE: flow_id=8557 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.10493, ideal_fct=257766ns, predicted_fct=284814ns
ML STATE: flow_id=8558 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.59019, ideal_fct=257766ns, predicted_fct=409898ns
ML STATE: flow_id=8559 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.7881, ideal_fct=12032.8ns, predicted_fct=165910ns
ML STATE: flow_id=8560 size=10B, active_flows=10, params=[0,0,...,0], slowdown=12.4649, ideal_fct=12008ns, predicted_fct=149678ns
ML STATE: flow_id=8561 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.0392, ideal_fct=18032.8ns, predicted_fct=181035ns
ML STATE: flow_id=8562 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.9658, ideal_fct=263766ns, predicted_fct=518511ns
ML STATE: flow_id=8563 size=17B, active_flows=10, params=[0,0,...,0], slowdown=5.72091, ideal_fct=6013.6ns, predicted_fct=34403.3ns
ML STATE: flow_id=8564 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.0007, ideal_fct=18008ns, predicted_fct=234117ns
ML STATE: flow_id=8565 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.5125, ideal_fct=18008ns, predicted_fct=225324ns
ML STATE: flow_id=8566 size=17B, active_flows=10, params=[0,0,...,0], slowdown=9.09214, ideal_fct=18013.6ns, predicted_fct=163782ns
ML STATE: flow_id=8567 size=41B, active_flows=11, params=[0,0,...,0], slowdown=9.24379, ideal_fct=6032.8ns, predicted_fct=55765.9ns
ML STATE: flow_id=8568 size=17B, active_flows=11, params=[0,0,...,0], slowdown=7.60124, ideal_fct=18013.6ns, predicted_fct=136926ns
ML STATE: flow_id=8569 size=10B, active_flows=10, params=[0,0,...,0], slowdown=7.2712, ideal_fct=6008ns, predicted_fct=43685.3ns
ML STATE: flow_id=8570 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.32919, ideal_fct=257766ns, predicted_fct=342620ns
ML STATE: flow_id=8571 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.7368, ideal_fct=12008ns, predicted_fct=164952ns
ML STATE: flow_id=8572 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8573 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.0303, ideal_fct=18008ns, predicted_fct=216642ns
ML STATE: flow_id=8574 size=41B, active_flows=11, params=[0,0,...,0], slowdown=6.62056, ideal_fct=18032.8ns, predicted_fct=119387ns
ML STATE: flow_id=8575 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.8137, ideal_fct=12013.6ns, predicted_fct=165952ns
ML STATE: flow_id=8576 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.4533, ideal_fct=18032.8ns, predicted_fct=188503ns
ML STATE: flow_id=8577 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.88294, ideal_fct=263766ns, predicted_fct=496655ns
ML STATE: flow_id=8578 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=4.06462, ideal_fct=263766ns, predicted_fct=1.07211e+06ns
ML STATE: flow_id=8579 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.06981, ideal_fct=257766ns, predicted_fct=275761ns
ML STATE: flow_id=8580 size=10B, active_flows=11, params=[0,0,...,0], slowdown=6.1848, ideal_fct=18008ns, predicted_fct=111376ns
ML STATE: flow_id=8581 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.8058, ideal_fct=12013.6ns, predicted_fct=165857ns
ML STATE: flow_id=8582 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.52341, ideal_fct=263766ns, predicted_fct=401825ns
ML STATE: flow_id=8583 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.6843, ideal_fct=12032.8ns, predicted_fct=128562ns
ML STATE: flow_id=8584 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.0023, ideal_fct=6013.6ns, predicted_fct=72176.8ns
ML STATE: flow_id=8585 size=10B, active_flows=11, params=[0,0,...,0], slowdown=9.25179, ideal_fct=18008ns, predicted_fct=166606ns
ML STATE: flow_id=8586 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.44643, ideal_fct=263766ns, predicted_fct=381519ns
ML STATE: flow_id=8587 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.8279, ideal_fct=12013.6ns, predicted_fct=166123ns
ML STATE: flow_id=8588 size=41B, active_flows=11, params=[0,0,...,0], slowdown=1.92211, ideal_fct=6032.8ns, predicted_fct=11595.7ns
ML STATE: flow_id=8589 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.7231, ideal_fct=18013.6ns, predicted_fct=247203ns
ML STATE: flow_id=8590 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.0361, ideal_fct=6008ns, predicted_fct=72312.9ns
ML STATE: flow_id=8591 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.5012, ideal_fct=12032.8ns, predicted_fct=126359ns
ML STATE: flow_id=8592 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.3771, ideal_fct=12008ns, predicted_fct=148624ns
ML STATE: flow_id=8593 size=17B, active_flows=11, params=[0,0,...,0], slowdown=7.58232, ideal_fct=12013.6ns, predicted_fct=91091ns
ML STATE: flow_id=8594 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=8595 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.39818, ideal_fct=263766ns, predicted_fct=368794ns
ML STATE: flow_id=8596 size=41B, active_flows=11, params=[0,0,...,0], slowdown=6.38764, ideal_fct=12032.8ns, predicted_fct=76861.2ns
ML STATE: flow_id=8597 size=10B, active_flows=10, params=[0,0,...,0], slowdown=8.43947, ideal_fct=12008ns, predicted_fct=101341ns
ML STATE: flow_id=8598 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.6479, ideal_fct=12032.8ns, predicted_fct=164222ns
ML STATE: flow_id=8599 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.09396, ideal_fct=257766ns, predicted_fct=281985ns
ML STATE: flow_id=8600 size=10B, active_flows=11, params=[0,0,...,0], slowdown=6.51, ideal_fct=12008ns, predicted_fct=78172.1ns
ML STATE: flow_id=8601 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.2893, ideal_fct=18013.6ns, predicted_fct=203360ns
ML STATE: flow_id=8602 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.2774, ideal_fct=18032.8ns, predicted_fct=221396ns
ML STATE: flow_id=8603 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.47769, ideal_fct=257766ns, predicted_fct=380899ns
ML STATE: flow_id=8604 size=17B, active_flows=11, params=[0,0,...,0], slowdown=10.2026, ideal_fct=18013.6ns, predicted_fct=183786ns
ML STATE: flow_id=8605 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.1189, ideal_fct=257766ns, predicted_fct=288415ns
